document_id,selected_occupation,source_type,source_name,source_reference,document_text
RAG_DOC_0276,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Monitor bug resolution efforts and track successes.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0277,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Update automated test scripts to ensure currency.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0278,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Participate in product design reviews to provide input on functional requirements, product designs, schedules, or potential problems.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0279,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Plan test schedules or strategies in accordance with project scope or delivery dates.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0280,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Monitor program performance to ensure efficient and problem-free operations.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0281,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Conduct software compatibility tests with programs, hardware, operating systems, or network environments.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0282,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Investigate customer problems referred by technical support.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0283,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0284,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Identify program deviance from standards, and suggest modifications to ensure compliance.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0285,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0286,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Design or develop automated testing tools.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0287,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Install and configure recreations of software production environments to allow testing of software performance.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0288,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0289,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Coordinate user or third-party testing.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0290,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Visit beta testing sites to evaluate software performance.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0291,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Conduct historical analyses of test results.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0292,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Evaluate or recommend software for testing or bug tracking.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0293,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0294,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Recommend purchase of equipment to control dust, temperature, or humidity in area of system installation.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0295,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Store, retrieve, and manipulate data for analysis of system capabilities and requirements.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0296,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0297,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0298,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Establish and enforce rules for behavior and procedures for maintaining order among students.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0299,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Prepare materials and classrooms for class activities.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0300,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Adapt teaching methods and instructional materials to meet students' varying needs and interests.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0301,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Prepare, administer, and grade tests and assignments to evaluate students' progress.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0302,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0303,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Observe and evaluate students' performance, behavior, social development, and physical health.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0304,Secondary School Teacher,O*NET Task,O*NET,25-2031.00,"For Secondary School Teacher, O*NET lists the following occupational task: Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
